Date/Time,Year,Month,Day,Time,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Stn Press (kPa)
2018-04-01 00:00,2018,04,01,00:00,6.8,-3.2,49,21,8,99.77
2018-04-01 01:00,2018,04,01,01:00,6.4,1.9,73,20,13,99.63
2018-04-01 02:00,2018,04,01,02:00,6.6,2.3,74,20,12,99.53
2018-04-01 03:00,2018,04,01,03:00,7.3,2.6,72,20,14,99.44
2018-04-01 04:00,2018,04,01,04:00,6.8,2.9,76,21,12,99.43
2018-04-01 05:00,2018,04,01,05:00,5.9,2.5,79,20,3,99.49
2018-04-01 06:00,2018,04,01,06:00,4.2,-2.1,63,24,7,99.7
2018-04-01 07:00,2018,04,01,07:00,3.1,-3.7,61,21,9,99.9
2018-04-01 08:00,2018,04,01,08:00,2.5,-7.2,49,22,10,100.08
2018-04-01 09:00,2018,04,01,09:00,1.7,-6.5,54,22,8,100.21
2018-04-01 10:00,2018,04,01,10:00,1.4,-8.4,48,25,9,100.37
2018-04-01 11:00,2018,04,01,11:00,1.2,-9.1,46,25,7,100.49
2018-04-01 12:00,2018,04,01,12:00,1.1,-9.4,46,22,9,100.54
2018-04-01 13:00,2018,04,01,13:00,1.1,-10.6,41,25,7,100.61
2018-04-01 14:00,2018,04,01,14:00,1.5,-11.9,36,24,10,100.62
2018-04-01 15:00,2018,04,01,15:00,2,-11.2,37,27,9,100.67
2018-04-01 16:00,2018,04,01,16:00,2,-11.3,37,22,7,100.7
2018-04-01 17:00,2018,04,01,17:00,1.7,-13.4,32,26,7,100.72
2018-04-01 18:00,2018,04,01,18:00,1.1,-12.2,36,22,5,100.75
2018-04-01 19:00,2018,04,01,19:00,0.8,-11.5,39,10,3,100.81
2018-04-01 20:00,2018,04,01,20:00,0,-10.9,43,6,2,100.9
2018-04-01 21:00,2018,04,01,21:00,-0.1,-11.9,41,7,4,100.93
2018-04-01 22:00,2018,04,01,22:00,-0.5,-12.7,39,12,2,100.9
2018-04-01 23:00,2018,04,01,23:00,-0.5,-11.7,42,22,4,100.92
2018-04-02 00:00,2018,04,02,00:00,-0.5,-11,45,28,2,100.97
2018-04-02 01:00,2018,04,02,01:00,-0.6,-12.1,41,27,4,100.98
2018-04-02 02:00,2018,04,02,02:00,-0.9,-11.2,45,33,6,100.93
2018-04-02 03:00,2018,04,02,03:00,-1.6,-9.9,53,3,5,100.91
2018-04-02 04:00,2018,04,02,04:00,-1.8,-10.6,51,3,4,100.94
2018-04-02 05:00,2018,04,02,05:00,-2,-10.7,52,9,5,100.97
2018-04-02 06:00,2018,04,02,06:00,-2,-10.7,51,5,3,100.99
2018-04-02 07:00,2018,04,02,07:00,-1.4,-9.8,53,19,5,101.06
2018-04-02 08:00,2018,04,02,08:00,-0.6,-9.6,50,16,6,101.05
2018-04-02 09:00,2018,04,02,09:00,-0.3,-10.8,45,29,6,101.05
2018-04-02 10:00,2018,04,02,10:00,1.1,-11.5,39,19,7,101.01
2018-04-02 11:00,2018,04,02,11:00,1.3,-11.2,39,22,9,101.01
2018-04-02 12:00,2018,04,02,12:00,1.9,-12,35,23,11,101
2018-04-02 13:00,2018,04,02,13:00,2.9,-10.8,36,21,9,100.97
2018-04-02 14:00,2018,04,02,14:00,2.9,-9.6,39,19,9,100.92
2018-04-02 15:00,2018,04,02,15:00,3.5,-9.8,37,21,11,100.85
2018-04-02 16:00,2018,04,02,16:00,3.7,-9.2,38,20,8,100.87
2018-04-02 17:00,2018,04,02,17:00,4.1,-8.4,40,21,10,100.86
2018-04-02 18:00,2018,04,02,18:00,3.7,-8.1,42,25,3,100.89
2018-04-02 19:00,2018,04,02,19:00,3.2,-7.6,45,27,3,100.91
2018-04-02 20:00,2018,04,02,20:00,2.4,-6.6,51,19,2,100.97
2018-04-02 21:00,2018,04,02,21:00,2.6,-6.9,49,21,3,101
2018-04-02 22:00,2018,04,02,22:00,2.3,-5.4,56,22,4,100.96
2018-04-02 23:00,2018,04,02,23:00,2.3,-6.6,52,20,7,100.95
2018-04-03 00:00,2018,04,03,00:00,2.3,-7.5,48,19,6,100.98
2018-04-03 01:00,2018,04,03,01:00,2.2,-7.3,49,20,8,100.97
2018-04-03 02:00,2018,04,03,02:00,2,-6.7,52,21,6,100.98
2018-04-03 03:00,2018,04,03,03:00,1.7,-5.8,57,21,4,101
2018-04-03 04:00,2018,04,03,04:00,1.7,-5.4,59,22,4,101.09
2018-04-03 05:00,2018,04,03,05:00,1.3,-5.5,60,22,2,101.05
2018-04-03 06:00,2018,04,03,06:00,0.9,-5.6,62,24,3,101.05
2018-04-03 07:00,2018,04,03,07:00,1.6,-5.7,58,27,3,101.14
2018-04-03 08:00,2018,04,03,08:00,2.9,-6.6,50,27,4,101.12
2018-04-03 09:00,2018,04,03,09:00,3.6,-9.3,38,3,4,101.11
2018-04-03 10:00,2018,04,03,10:00,4.1,-8.4,40,10,5,101.11
2018-04-03 11:00,2018,04,03,11:00,3.9,-9.2,38,2,6,101.06
2018-04-03 12:00,2018,04,03,12:00,4.6,-7.7,40,3,6,100.97
2018-04-03 13:00,2018,04,03,13:00,5.7,-7,40,8,8,100.85
2018-04-03 14:00,2018,04,03,14:00,6.2,-7.6,36,12,10,100.75
2018-04-03 15:00,2018,04,03,15:00,6.3,-6.2,40,4,7,100.65
2018-04-03 16:00,2018,04,03,16:00,6.1,-4.8,45,6,8,100.53
2018-04-03 17:00,2018,04,03,17:00,6.1,-3.6,50,2,6,100.49
2018-04-03 18:00,2018,04,03,18:00,5.7,-3.3,52,6,6,100.47
2018-04-03 19:00,2018,04,03,19:00,4.2,-3.3,58,2,7,100.44
2018-04-03 20:00,2018,04,03,20:00,4.3,-0.8,69,9,5,100.41
2018-04-03 21:00,2018,04,03,21:00,3.3,-5,55,4,7,100.29
2018-04-03 22:00,2018,04,03,22:00,2.8,-4.8,57,6,7,100.15
2018-04-03 23:00,2018,04,03,23:00,2.1,-3.5,67,3,7,100.03
2018-04-04 00:00,2018,04,04,00:00,0.4,-0.7,92,2,7,99.92
2018-04-04 01:00,2018,04,04,01:00,0.3,-0.3,96,2,8,99.76
2018-04-04 02:00,2018,04,04,02:00,0.2,-0.3,96,1,7,99.63
2018-04-04 03:00,2018,04,04,03:00,0.3,-0.2,97,3,9,99.44
2018-04-04 04:00,2018,04,04,04:00,0.7,0.2,96,4,7,99.19
2018-04-04 05:00,2018,04,04,05:00,1,0.4,96,6,5,99.02
2018-04-04 06:00,2018,04,04,06:00,1.1,0.5,96,2,7,98.83
2018-04-04 07:00,2018,04,04,07:00,1.2,0.7,96,3,8,98.66
2018-04-04 08:00,2018,04,04,08:00,1.3,0.8,96,1,6,98.48
2018-04-04 09:00,2018,04,04,09:00,0.7,0.1,96,1,10,98.39
2018-04-04 10:00,2018,04,04,10:00,0.2,-0.4,96,1,11,98.31
2018-04-04 11:00,2018,04,04,11:00,0.1,-0.6,95,1,11,98.3
2018-04-04 12:00,2018,04,04,12:00,0.6,-0.2,94,2,4,98.32
2018-04-04 13:00,2018,04,04,13:00,1.7,0.9,95,34,1,98.31
2018-04-04 14:00,2018,04,04,14:00,3.9,1.4,84,25,3,98.31
2018-04-04 15:00,2018,04,04,15:00,7,-1.8,54,20,10,98.31
2018-04-04 16:00,2018,04,04,16:00,6.7,-2.5,52,22,15,98.25
2018-04-04 17:00,2018,04,04,17:00,4.7,-4.8,50,21,24,98.32
2018-04-04 18:00,2018,04,04,18:00,3.2,-7,47,21,19,98.35
2018-04-04 19:00,2018,04,04,19:00,-0.1,-3.3,79,20,15,98.44
2018-04-04 20:00,2018,04,04,20:00,-1.1,-7.9,60,21,13,98.64
2018-04-04 21:00,2018,04,04,21:00,-3.1,-8.9,64,23,13,98.85
2018-04-04 22:00,2018,04,04,22:00,-4.2,-8.6,71,24,12,99.04
2018-04-04 23:00,2018,04,04,23:00,-5.6,-10.9,66,24,9,99.31
2018-04-05 00:00,2018,04,05,00:00,-7.3,-9.5,84,22,9,99.59
2018-04-05 01:00,2018,04,05,01:00,-7.7,-14.4,58,20,9,99.77
2018-04-05 02:00,2018,04,05,02:00,-8.8,-12,78,23,10,99.9
2018-04-05 03:00,2018,04,05,03:00,-9.1,-15.8,58,28,6,100.01
2018-04-05 04:00,2018,04,05,04:00,-9.4,-16.4,57,20,8,100.1
2018-04-05 05:00,2018,04,05,05:00,-10,-16.5,59,25,5,100.17
2018-04-05 06:00,2018,04,05,06:00,-10.1,-16.9,58,20,7,100.25
2018-04-05 07:00,2018,04,05,07:00,-9.6,-17.5,52,25,7,100.33
2018-04-05 08:00,2018,04,05,08:00,-9,-18.2,47,23,9,100.36
2018-04-05 09:00,2018,04,05,09:00,-8.6,-18.5,44,21,10,100.42
2018-04-05 10:00,2018,04,05,10:00,-8,-18.6,43,24,10,100.46
2018-04-05 11:00,2018,04,05,11:00,-6.6,-18.4,38,24,10,100.5
2018-04-05 12:00,2018,04,05,12:00,-6,-19.3,34,25,12,100.51
2018-04-05 13:00,2018,04,05,13:00,-4.5,-17.7,35,26,9,100.52
2018-04-05 14:00,2018,04,05,14:00,-4,-17.8,33,26,10,100.54
2018-04-05 15:00,2018,04,05,15:00,-3.8,-17.1,35,23,8,100.55
2018-04-05 16:00,2018,04,05,16:00,-3.4,-16.4,36,28,9,100.59
2018-04-05 17:00,2018,04,05,17:00,-3.3,-17,34,21,7,100.63
2018-04-05 18:00,2018,04,05,18:00,-3.3,-15.8,37,22,5,100.64
2018-04-05 19:00,2018,04,05,19:00,-3.4,-15.6,38,22,4,100.67
2018-04-05 20:00,2018,04,05,20:00,-3.5,-16.1,37,35,3,100.73
2018-04-05 21:00,2018,04,05,21:00,-3.5,-15.1,40,19,4,100.74
2018-04-05 22:00,2018,04,05,22:00,-3.6,-15.3,40,26,4,100.75
2018-04-05 23:00,2018,04,05,23:00,-3.7,-14.3,44,20,3,100.75
2018-04-06 00:00,2018,04,06,00:00,-3.5,-13.9,44,18,5,100.75
2018-04-06 01:00,2018,04,06,01:00,-4.3,-11.9,55,21,7,100.71
2018-04-06 02:00,2018,04,06,02:00,-4.8,-11.6,59,22,4,100.65
2018-04-06 03:00,2018,04,06,03:00,-4.4,-11.6,57,19,8,100.63
2018-04-06 04:00,2018,04,06,04:00,-4.4,-10.4,63,20,7,100.61
2018-04-06 05:00,2018,04,06,05:00,-4.5,-9.4,68,20,7,100.57
2018-04-06 06:00,2018,04,06,06:00,-4.4,-9.1,69,20,9,100.56
2018-04-06 07:00,2018,04,06,07:00,-3,-9.2,62,19,7,100.5
2018-04-06 08:00,2018,04,06,08:00,-1,-9,55,20,8,100.41
2018-04-06 09:00,2018,04,06,09:00,0.1,-8.6,52,18,10,100.35
2018-04-06 10:00,2018,04,06,10:00,1.4,-9.1,45,16,11,100.23
2018-04-06 11:00,2018,04,06,11:00,2.6,-10.1,38,19,13,100.12
2018-04-06 12:00,2018,04,06,12:00,3.4,-7.3,46,19,11,99.95
2018-04-06 13:00,2018,04,06,13:00,3.7,-7.9,43,18,10,99.81
2018-04-06 14:00,2018,04,06,14:00,3.2,-6.6,48,19,13,99.65
2018-04-06 15:00,2018,04,06,15:00,2.4,-4.6,60,18,11,99.58
2018-04-06 16:00,2018,04,06,16:00,0.1,-1.7,88,20,8,99.52
2018-04-06 17:00,2018,04,06,17:00,-0.4,-1.6,92,19,8,99.46
2018-04-06 18:00,2018,04,06,18:00,-0.1,-1.4,91,14,7,99.42
2018-04-06 19:00,2018,04,06,19:00,-0.2,-1.4,92,16,8,99.38
2018-04-06 20:00,2018,04,06,20:00,-0.2,-2,88,19,6,99.39
2018-04-06 21:00,2018,04,06,21:00,0,-1.9,87,14,2,99.39
2018-04-06 22:00,2018,04,06,22:00,0,-1.3,91,17,4,99.34
2018-04-06 23:00,2018,04,06,23:00,0,-1.5,90,22,3,99.26
2018-04-07 00:00,2018,04,07,00:00,0.2,-1.2,90,20,4,99.21
2018-04-07 01:00,2018,04,07,01:00,0.4,-1,91,19,8,99.19
2018-04-07 02:00,2018,04,07,02:00,0.7,-1.8,83,21,8,99.21
2018-04-07 03:00,2018,04,07,03:00,-0.3,-4.5,73,20,11,99.27
2018-04-07 04:00,2018,04,07,04:00,-0.9,-5.2,72,20,14,99.25
2018-04-07 05:00,2018,04,07,05:00,-1.5,-4.8,78,21,15,99.25
2018-04-07 06:00,2018,04,07,06:00,-0.9,-6,68,20,12,99.28
2018-04-07 07:00,2018,04,07,07:00,-0.7,-6.1,67,21,12,99.41
2018-04-07 08:00,2018,04,07,08:00,-0.5,-6.4,64,21,10,99.56
2018-04-07 09:00,2018,04,07,09:00,0.1,-7.2,58,24,8,99.7
2018-04-07 10:00,2018,04,07,10:00,1.6,-6.8,54,24,10,99.76
2018-04-07 11:00,2018,04,07,11:00,2.4,-7.7,48,24,11,99.8
2018-04-07 12:00,2018,04,07,12:00,3,-8.7,42,27,8,99.84
2018-04-07 13:00,2018,04,07,13:00,2.5,-7.8,47,24,8,99.9
2018-04-07 14:00,2018,04,07,14:00,2,-6.9,52,23,9,99.94
2018-04-07 15:00,2018,04,07,15:00,2,-9.4,43,26,7,99.96
2018-04-07 16:00,2018,04,07,16:00,1.9,-10.5,39,24,9,100
2018-04-07 17:00,2018,04,07,17:00,1.3,-11,40,26,8,100.1
2018-04-07 18:00,2018,04,07,18:00,0.4,-10.8,43,25,8,100.19
2018-04-07 19:00,2018,04,07,19:00,0,-11.3,42,16,4,100.28
2018-04-07 20:00,2018,04,07,20:00,-0.3,-12.3,40,22,4,100.38
2018-04-07 21:00,2018,04,07,21:00,-0.7,-12.2,41,2,2,100.39
2018-04-07 22:00,2018,04,07,22:00,-1.3,-12,44,3,3,100.4
2018-04-07 23:00,2018,04,07,23:00,-1.8,-10.8,50,30,4,100.45
2018-04-08 00:00,2018,04,08,00:00,-2.4,-9.8,57,31,4,100.42
2018-04-08 01:00,2018,04,08,01:00,-2.9,-10.2,57,29,4,100.4
2018-04-08 02:00,2018,04,08,02:00,-2.7,-10.8,54,30,4,100.37
2018-04-08 03:00,2018,04,08,03:00,-2.5,-10.5,54,30,4,100.36
2018-04-08 04:00,2018,04,08,04:00,-2,-10.6,52,19,6,100.38
2018-04-08 05:00,2018,04,08,05:00,-2.3,-9.2,59,17,7,100.38
2018-04-08 06:00,2018,04,08,06:00,-1.9,-9.9,54,16,6,100.38
2018-04-08 07:00,2018,04,08,07:00,-1.3,-10,52,21,3,100.36
2018-04-08 08:00,2018,04,08,08:00,-0.9,-11.2,46,22,5,100.35
2018-04-08 09:00,2018,04,08,09:00,-0.7,-10.5,47,33,4,100.33
2018-04-08 10:00,2018,04,08,10:00,0.2,-10.2,45,27,5,100.3
2018-04-08 11:00,2018,04,08,11:00,0.1,-9.8,47,23,7,100.28
2018-04-08 12:00,2018,04,08,12:00,0.6,-10.4,43,23,8,100.24
2018-04-08 13:00,2018,04,08,13:00,0.3,-7,58,22,8,100.25
2018-04-08 14:00,2018,04,08,14:00,0.1,-6.8,59,25,7,100.22
2018-04-08 15:00,2018,04,08,15:00,0.4,-7.4,56,36,6,100.23
2018-04-08 16:00,2018,04,08,16:00,1.1,-7.9,51,32,6,100.23
2018-04-08 17:00,2018,04,08,17:00,0.5,-10.2,44,25,6,100.27
2018-04-08 18:00,2018,04,08,18:00,0,-11.9,40,34,4,100.34
2018-04-08 19:00,2018,04,08,19:00,-0.6,-13.4,38,3,5,100.41
2018-04-08 20:00,2018,04,08,20:00,-1.7,-14.1,38,36,11,100.54
2018-04-08 21:00,2018,04,08,21:00,-2.8,-14.1,41,34,12,100.65
2018-04-08 22:00,2018,04,08,22:00,-3.6,-14.1,44,36,9,100.7
2018-04-08 23:00,2018,04,08,23:00,-4.2,-14.5,44,34,7,100.74
2018-04-09 00:00,2018,04,09,00:00,-4.6,-14.5,46,36,4,100.8
2018-04-09 01:00,2018,04,09,01:00,-4.8,-14.4,47,33,7,100.84
2018-04-09 02:00,2018,04,09,02:00,-5.2,-14.3,49,35,9,100.91
2018-04-09 03:00,2018,04,09,03:00,-5.9,-15.1,48,35,8,101
2018-04-09 04:00,2018,04,09,04:00,-6.3,-16.1,46,1,7,101.06
2018-04-09 05:00,2018,04,09,05:00,-6.9,-16,48,2,9,101.14
2018-04-09 06:00,2018,04,09,06:00,-7.1,-16.1,49,36,7,101.19
2018-04-09 07:00,2018,04,09,07:00,-6.1,-16.5,44,2,7,101.27
2018-04-09 08:00,2018,04,09,08:00,-5.4,-16.4,42,36,10,101.27
2018-04-09 09:00,2018,04,09,09:00,-4.9,-16.6,40,33,6,101.31
2018-04-09 10:00,2018,04,09,10:00,-4.2,-15.9,40,1,10,101.35
2018-04-09 11:00,2018,04,09,11:00,-2.8,-13.4,44,32,10,101.34
2018-04-09 12:00,2018,04,09,12:00,-2.3,-13.8,41,32,10,101.33
2018-04-09 13:00,2018,04,09,13:00,-1.5,-14,38,26,8,101.34
2018-04-09 14:00,2018,04,09,14:00,-0.5,-13.3,37,30,7,101.25
2018-04-09 15:00,2018,04,09,15:00,0,-12.5,38,33,8,101.22
2018-04-09 16:00,2018,04,09,16:00,0.3,-12.4,38,35,8,101.21
2018-04-09 17:00,2018,04,09,17:00,0.5,-12.6,37,31,7,101.23
2018-04-09 18:00,2018,04,09,18:00,0.3,-12,39,32,3,101.23
2018-04-09 19:00,2018,04,09,19:00,0.2,-10.6,44,28,3,101.24
2018-04-09 20:00,2018,04,09,20:00,0,-10.5,45,30,4,101.29
2018-04-09 21:00,2018,04,09,21:00,-0.3,-9.4,50,23,3,101.31
2018-04-09 22:00,2018,04,09,22:00,-0.6,-9.2,52,26,2,101.31
2018-04-09 23:00,2018,04,09,23:00,-0.4,-9.7,49,22,3,101.31
2018-04-10 00:00,2018,04,10,00:00,-0.7,-9.2,53,22,6,101.29
2018-04-10 01:00,2018,04,10,01:00,-1.2,-9,55,22,5,101.27
2018-04-10 02:00,2018,04,10,02:00,-1.3,-8.9,56,22,5,101.25
2018-04-10 03:00,2018,04,10,03:00,-1.4,-8.7,57,22,6,101.25
2018-04-10 04:00,2018,04,10,04:00,-1.4,-9,56,22,6,101.25
2018-04-10 05:00,2018,04,10,05:00,-1.4,-8.9,57,22,3,101.26
2018-04-10 06:00,2018,04,10,06:00,-1.1,-8.5,57,18,4,101.31
2018-04-10 07:00,2018,04,10,07:00,-0.5,-8.8,53,21,6,101.33
2018-04-10 08:00,2018,04,10,08:00,0.6,-9.5,47,22,4,101.33
2018-04-10 09:00,2018,04,10,09:00,1.9,-9.8,42,19,6,101.32
2018-04-10 10:00,2018,04,10,10:00,2.2,-8.6,45,19,7,101.31
2018-04-10 11:00,2018,04,10,11:00,2.4,-7.3,49,22,7,101.27
2018-04-10 12:00,2018,04,10,12:00,3,-6.9,48,22,7,101.21
2018-04-10 13:00,2018,04,10,13:00,3.6,-5.2,52,21,6,101.14
2018-04-10 14:00,2018,04,10,14:00,3.5,-4.8,55,20,8,101.09
2018-04-10 15:00,2018,04,10,15:00,3,-2.9,65,27,6,101.08
2018-04-10 16:00,2018,04,10,16:00,3.2,-3.4,62,27,4,101.06
2018-04-10 17:00,2018,04,10,17:00,3.7,-4.7,54,27,5,101.04
2018-04-10 18:00,2018,04,10,18:00,3,-4,60,21,9,101.07
2018-04-10 19:00,2018,04,10,19:00,2.2,-3.3,67,27,3,101.1
2018-04-10 20:00,2018,04,10,20:00,1.7,-2.7,72,22,5,101.13
2018-04-10 21:00,2018,04,10,21:00,1.1,-1.7,81,22,4,101.13
2018-04-10 22:00,2018,04,10,22:00,0.7,-2.5,79,23,7,101.14
2018-04-10 23:00,2018,04,10,23:00,0.8,-2.9,77,20,4,101.12
2018-04-11 00:00,2018,04,11,00:00,0.6,-3.6,73,20,7,101.14
2018-04-11 01:00,2018,04,11,01:00,0.4,-4.2,71,20,5,101.13
2018-04-11 02:00,2018,04,11,02:00,0.5,-5.2,65,21,5,101.12
2018-04-11 03:00,2018,04,11,03:00,0.2,-5.3,67,20,5,101.08
2018-04-11 04:00,2018,04,11,04:00,0.1,-5,69,20,6,101.07
2018-04-11 05:00,2018,04,11,05:00,0,-4.8,70,21,7,101.08
2018-04-11 06:00,2018,04,11,06:00,0.1,-4.5,71,20,7,101.07
2018-04-11 07:00,2018,04,11,07:00,1,-3.9,70,20,8,101.09
2018-04-11 08:00,2018,04,11,08:00,2.4,-3.5,65,21,8,101.07
2018-04-11 09:00,2018,04,11,09:00,3.7,-4.4,55,22,7,101.05
2018-04-11 10:00,2018,04,11,10:00,5.2,-3.2,55,20,10,101.02
2018-04-11 11:00,2018,04,11,11:00,5.8,-5.3,45,18,9,100.93
2018-04-11 12:00,2018,04,11,12:00,4.9,-4.9,49,16,6,100.83
2018-04-11 13:00,2018,04,11,13:00,5.8,-4.3,48,18,9,100.75
2018-04-11 14:00,2018,04,11,14:00,5.5,-4.8,47,18,7,100.7
2018-04-11 15:00,2018,04,11,15:00,6.2,-4.8,45,19,9,100.62
2018-04-11 16:00,2018,04,11,16:00,6.7,-5.2,42,17,8,100.56
2018-04-11 17:00,2018,04,11,17:00,6.3,-5.6,42,25,8,100.56
2018-04-11 18:00,2018,04,11,18:00,6.2,-5.5,43,22,6,100.56
2018-04-11 19:00,2018,04,11,19:00,5.9,-4.7,46,22,6,100.58
2018-04-11 20:00,2018,04,11,20:00,4.8,-2.4,60,21,10,100.65
2018-04-11 21:00,2018,04,11,21:00,3.2,-0.1,79,20,9,100.67
2018-04-11 22:00,2018,04,11,22:00,3.3,-0.5,77,20,9,100.67
2018-04-11 23:00,2018,04,11,23:00,2.9,-0.6,78,20,9,100.69
2018-04-12 00:00,2018,04,12,00:00,2.6,-0.6,80,20,6,100.71
2018-04-12 01:00,2018,04,12,01:00,2.4,-0.6,81,20,6,100.72
2018-04-12 02:00,2018,04,12,02:00,2.4,-0.1,83,19,5,100.72
2018-04-12 03:00,2018,04,12,03:00,2.4,0.1,85,23,3,100.71
2018-04-12 04:00,2018,04,12,04:00,2.4,-0.4,82,36,6,100.73
2018-04-12 05:00,2018,04,12,05:00,2.2,-0.6,82,0,1,100.77
2018-04-12 06:00,2018,04,12,06:00,2.4,-0.6,81,23,1,100.79
2018-04-12 07:00,2018,04,12,07:00,3.1,0.5,83,20,5,100.85
2018-04-12 08:00,2018,04,12,08:00,3.8,0.3,78,18,5,100.81
2018-04-12 09:00,2018,04,12,09:00,4.3,0.3,75,15,8,100.75
2018-04-12 10:00,2018,04,12,10:00,5.4,-0.8,64,21,10,100.67
2018-04-12 11:00,2018,04,12,11:00,6.8,-1.2,57,20,10,100.58
2018-04-12 12:00,2018,04,12,12:00,7.6,-1.5,52,15,10,100.42
2018-04-12 13:00,2018,04,12,13:00,8.7,-3.1,43,17,10,100.3
2018-04-12 14:00,2018,04,12,14:00,8.9,-2.1,46,19,8,100.15
2018-04-12 15:00,2018,04,12,15:00,9.2,-2.2,45,17,8,100.04
2018-04-12 16:00,2018,04,12,16:00,9.3,-1.7,46,17,9,99.84
2018-04-12 17:00,2018,04,12,17:00,8,1.8,65,19,9,99.82
2018-04-12 18:00,2018,04,12,18:00,5.9,3.6,85,18,5,99.76
2018-04-12 19:00,2018,04,12,19:00,5.4,3.6,88,16,9,99.64
2018-04-12 20:00,2018,04,12,20:00,5.5,4,90,16,5,99.5
2018-04-12 21:00,2018,04,12,21:00,5.6,4.6,94,18,4,99.39
2018-04-12 22:00,2018,04,12,22:00,5.8,5,95,20,6,99.3
2018-04-12 23:00,2018,04,12,23:00,5.8,4.9,94,28,4,99.33
2018-04-13 00:00,2018,04,13,00:00,4.4,3.8,96,1,8,99.45
2018-04-13 01:00,2018,04,13,01:00,3.5,2.9,96,36,11,99.59
2018-04-13 02:00,2018,04,13,02:00,3.2,2.5,95,1,10,99.72
2018-04-13 03:00,2018,04,13,03:00,3,1.8,92,1,6,99.9
2018-04-13 04:00,2018,04,13,04:00,3.3,1.9,90,36,7,100.05
2018-04-13 05:00,2018,04,13,05:00,3.4,1.8,89,31,4,100.16
2018-04-13 06:00,2018,04,13,06:00,4,2,87,22,3,100.25
2018-04-13 07:00,2018,04,13,07:00,4.9,2.6,85,26,7,100.37
2018-04-13 08:00,2018,04,13,08:00,4.5,2.3,86,29,5,100.47
2018-04-13 09:00,2018,04,13,09:00,5.6,1.6,76,30,4,100.5
2018-04-13 10:00,2018,04,13,10:00,6.4,1.2,69,32,5,100.55
2018-04-13 11:00,2018,04,13,11:00,7.2,2.2,71,21,6,100.58
2018-04-13 12:00,2018,04,13,12:00,7.7,0.9,62,25,5,100.52
2018-04-13 13:00,2018,04,13,13:00,8.3,0.9,60,20,7,100.53
2018-04-13 14:00,2018,04,13,14:00,9,0,53,19,5,100.52
2018-04-13 15:00,2018,04,13,15:00,9,1.5,59,29,6,100.5
2018-04-13 16:00,2018,04,13,16:00,8.9,1.4,60,24,5,100.46
2018-04-13 17:00,2018,04,13,17:00,8.3,1,60,21,8,100.45
2018-04-13 18:00,2018,04,13,18:00,8,0.8,60,29,4,100.53
2018-04-13 19:00,2018,04,13,19:00,7.8,1.2,63,27,5,100.55
2018-04-13 20:00,2018,04,13,20:00,7.5,2,68,27,5,100.58
2018-04-13 21:00,2018,04,13,21:00,7.1,2.4,72,28,3,100.59
2018-04-13 22:00,2018,04,13,22:00,7,2.5,73,24,2,100.68
2018-04-13 23:00,2018,04,13,23:00,6.6,2.8,76,26,4,100.64
2018-04-14 00:00,2018,04,14,00:00,6.4,2.8,78,27,7,100.64
2018-04-14 01:00,2018,04,14,01:00,6.4,2.1,74,34,6,100.62
2018-04-14 02:00,2018,04,14,02:00,5.6,-3.6,52,2,13,100.76
2018-04-14 03:00,2018,04,14,03:00,4,-6.8,45,2,16,100.91
2018-04-14 04:00,2018,04,14,04:00,2.2,-11.5,36,2,20,101.11
2018-04-14 05:00,2018,04,14,05:00,1.1,-12.5,36,2,14,101.3
2018-04-14 06:00,2018,04,14,06:00,0,-12.9,37,2,14,101.44
2018-04-14 07:00,2018,04,14,07:00,-1.4,-13.3,40,2,15,101.55
2018-04-14 08:00,2018,04,14,08:00,-2.1,-14.7,37,2,16,101.63
2018-04-14 09:00,2018,04,14,09:00,-2.9,-14.9,39,4,14,101.74
2018-04-14 10:00,2018,04,14,10:00,-3.5,-18.7,30,2,15,101.79
2018-04-14 11:00,2018,04,14,11:00,-3.3,-18.1,31,4,11,101.87
2018-04-14 12:00,2018,04,14,12:00,-3.1,-17.5,32,5,9,101.92
2018-04-14 13:00,2018,04,14,13:00,-2.2,-16.4,33,5,6,101.88
2018-04-14 14:00,2018,04,14,14:00,-2.3,-16.4,33,6,8,101.86
2018-04-14 15:00,2018,04,14,15:00,-2.1,-17.2,30,3,9,102.01
2018-04-14 16:00,2018,04,14,16:00,-2.1,-15.5,35,6,8,102.08
2018-04-14 17:00,2018,04,14,17:00,-1.7,-17.3,29,7,7,102.04
2018-04-14 18:00,2018,04,14,18:00,-2,-16.1,33,8,8,101.99
2018-04-14 19:00,2018,04,14,19:00,-1.7,-16.5,31,4,10,102.11
2018-04-14 20:00,2018,04,14,20:00,-1.4,-16,32,4,8,102.24
2018-04-14 21:00,2018,04,14,21:00,-1.2,-16.4,30,5,10,102.28
2018-04-14 22:00,2018,04,14,22:00,-1.6,-17.1,29,3,10,102.33
2018-04-14 23:00,2018,04,14,23:00,-2.1,-16.8,31,5,9,102.36
2018-04-15 00:00,2018,04,15,00:00,-2.5,-15.6,36,3,12,102.4
2018-04-15 01:00,2018,04,15,01:00,-2.9,-14.3,41,4,9,102.41
2018-04-15 02:00,2018,04,15,02:00,-4,-15,42,7,15,102.45
2018-04-15 03:00,2018,04,15,03:00,-4.1,-16.1,39,3,12,102.47
2018-04-15 04:00,2018,04,15,04:00,-4.5,-15.5,42,6,12,102.49
