Date/Time,Year,Month,Day,Time,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Stn Press (kPa)
2018-06-02 18:00,2018,06,02,18:00,23.3,1.9,25,4,8,100.59
2018-06-02 19:00,2018,06,02,19:00,22.5,1.2,25,3,8,100.62
2018-06-02 20:00,2018,06,02,20:00,21.3,0.9,26,3,10,100.68
2018-06-02 21:00,2018,06,02,21:00,19.7,0.8,28,2,9,100.7
2018-06-02 22:00,2018,06,02,22:00,18.5,0.2,29,1,9,100.73
2018-06-02 23:00,2018,06,02,23:00,17.9,2.1,35,2,9,100.79
2018-06-03 00:00,2018,06,03,00:00,16.3,3.8,43,3,6,100.8
2018-06-03 01:00,2018,06,03,01:00,15,4.7,50,2,8,100.83
2018-06-03 02:00,2018,06,03,02:00,13.9,5.2,56,3,7,100.85
2018-06-03 03:00,2018,06,03,03:00,13.2,4.9,57,1,6,100.89
2018-06-03 04:00,2018,06,03,04:00,12.1,3.6,56,1,9,100.89
2018-06-03 05:00,2018,06,03,05:00,11.2,3.2,58,2,8,100.87
2018-06-03 06:00,2018,06,03,06:00,11.3,3.1,57,2,10,100.93
2018-06-03 07:00,2018,06,03,07:00,12.9,2.7,50,4,10,100.96
2018-06-03 08:00,2018,06,03,08:00,14.4,1.3,41,3,12,100.92
2018-06-03 09:00,2018,06,03,09:00,17,1.9,36,4,10,100.9
2018-06-03 10:00,2018,06,03,10:00,19.1,0.3,28,6,9,100.84
2018-06-03 11:00,2018,06,03,11:00,21.1,0.1,25,7,7,100.78
2018-06-03 12:00,2018,06,03,12:00,21.6,-0.6,23,5,11,100.72
2018-06-03 13:00,2018,06,03,13:00,23.1,0.7,23,7,10,100.61
2018-06-03 14:00,2018,06,03,14:00,24.1,0.9,22,14,6,100.49
2018-06-03 15:00,2018,06,03,15:00,23.8,1,22,3,9,100.39
2018-06-03 16:00,2018,06,03,16:00,24.7,4,26,5,7,100.32
2018-06-03 17:00,2018,06,03,17:00,25.3,5.4,28,5,7,100.23
2018-06-03 18:00,2018,06,03,18:00,24.6,6.4,31,15,5,100.2
2018-06-03 19:00,2018,06,03,19:00,23.9,7.3,34,12,6,100.15
2018-06-03 20:00,2018,06,03,20:00,23.1,10.7,45,18,5,100.14
2018-06-03 21:00,2018,06,03,21:00,22.5,11.1,48,17,8,100.13
2018-06-03 22:00,2018,06,03,22:00,21.2,8.8,45,18,9,100.08
2018-06-03 23:00,2018,06,03,23:00,19.5,8.7,50,19,8,100.09
2018-06-04 00:00,2018,06,04,00:00,13.8,9.6,76,19,10,100.1
2018-06-04 01:00,2018,06,04,01:00,11.4,8.3,81,19,14,100.06
2018-06-04 02:00,2018,06,04,02:00,9.8,7.5,86,18,10,100.02
2018-06-04 03:00,2018,06,04,03:00,9.7,6.8,82,19,9,99.98
2018-06-04 04:00,2018,06,04,04:00,9.5,5.8,78,19,8,99.95
2018-06-04 05:00,2018,06,04,05:00,9.3,6.4,82,18,8,99.97
2018-06-04 06:00,2018,06,04,06:00,8.8,6.5,85,19,12,99.97
2018-06-04 07:00,2018,06,04,07:00,8.5,6.8,89,18,11,99.91
2018-06-04 08:00,2018,06,04,08:00,8.8,7.6,92,18,12,99.84
2018-06-04 09:00,2018,06,04,09:00,9.4,8.3,93,18,9,99.74
2018-06-04 10:00,2018,06,04,10:00,9.6,8.8,95,19,8,99.65
2018-06-04 11:00,2018,06,04,11:00,10,9,93,19,9,99.58
2018-06-04 12:00,2018,06,04,12:00,10.4,9.7,95,18,8,99.5
2018-06-04 13:00,2018,06,04,13:00,11.1,9.7,91,18,8,99.44
2018-06-04 14:00,2018,06,04,14:00,11.5,10.2,92,18,8,99.36
2018-06-04 15:00,2018,06,04,15:00,12,11,93,18,6,99.31
2018-06-04 16:00,2018,06,04,16:00,12.9,11.4,91,18,7,99.22
2018-06-04 17:00,2018,06,04,17:00,12.8,11.8,94,20,8,99.2
2018-06-04 18:00,2018,06,04,18:00,14.4,12.2,87,20,9,99.22
2018-06-04 19:00,2018,06,04,19:00,14.5,11.5,82,18,3,99.31
2018-06-04 20:00,2018,06,04,20:00,13.7,12.1,90,23,2,99.32
2018-06-04 21:00,2018,06,04,21:00,13.5,12.7,95,19,4,99.32
2018-06-04 22:00,2018,06,04,22:00,13.1,12.2,94,19,6,99.29
2018-06-04 23:00,2018,06,04,23:00,13.2,10,81,20,6,99.28
2018-06-05 00:00,2018,06,05,00:00,12.9,8.8,76,19,5,99.27
2018-06-05 01:00,2018,06,05,01:00,12.5,8.5,77,21,7,99.26
2018-06-05 02:00,2018,06,05,02:00,11.3,8.8,85,23,6,99.24
2018-06-05 03:00,2018,06,05,03:00,11.1,8.9,86,20,6,99.21
2018-06-05 04:00,2018,06,05,04:00,10.7,8.9,89,20,5,99.22
2018-06-05 05:00,2018,06,05,05:00,10.6,9.1,90,21,3,99.25
2018-06-05 06:00,2018,06,05,06:00,11.3,8.9,85,21,4,99.28
2018-06-05 07:00,2018,06,05,07:00,12.7,9.3,80,24,8,99.28
2018-06-05 08:00,2018,06,05,08:00,12.9,9.5,80,27,3,99.31
2018-06-05 09:00,2018,06,05,09:00,13,8.9,76,20,5,99.34
2018-06-05 10:00,2018,06,05,10:00,13.6,8.6,72,21,7,99.35
2018-06-05 11:00,2018,06,05,11:00,14.2,9,71,29,3,99.38
2018-06-05 12:00,2018,06,05,12:00,15.1,9.3,68,27,6,99.37
2018-06-05 13:00,2018,06,05,13:00,14.8,7.9,64,25,6,99.38
2018-06-05 14:00,2018,06,05,14:00,14.6,9.2,70,30,6,99.41
2018-06-05 15:00,2018,06,05,15:00,16,9.7,66,25,6,99.43
2018-06-05 16:00,2018,06,05,16:00,14.9,9.8,71,21,8,99.46
2018-06-05 17:00,2018,06,05,17:00,14.8,9.6,71,21,7,99.51
2018-06-05 18:00,2018,06,05,18:00,14.8,9.4,70,24,4,99.57
2018-06-05 19:00,2018,06,05,19:00,13.7,10.2,79,26,2,99.61
2018-06-05 20:00,2018,06,05,20:00,13.6,10.8,83,22,2,99.66
2018-06-05 21:00,2018,06,05,21:00,13.4,11.1,85,0,1,99.72
2018-06-05 22:00,2018,06,05,22:00,13.1,11.1,88,25,3,99.73
2018-06-05 23:00,2018,06,05,23:00,12.9,11.2,90,32,2,99.77
2018-06-06 00:00,2018,06,06,00:00,12.9,11.3,90,34,2,99.78
2018-06-06 01:00,2018,06,06,01:00,13,11.4,90,34,7,99.82
2018-06-06 02:00,2018,06,06,02:00,11.3,9.2,87,4,8,99.87
2018-06-06 03:00,2018,06,06,03:00,11.2,9.3,88,3,6,99.9
2018-06-06 04:00,2018,06,06,04:00,11.1,9.4,89,2,9,99.97
2018-06-06 05:00,2018,06,06,05:00,11.3,9,86,2,8,100.07
2018-06-06 06:00,2018,06,06,06:00,11.4,9.1,86,2,7,100.14
2018-06-06 07:00,2018,06,06,07:00,11.3,8.7,84,5,9,100.23
2018-06-06 08:00,2018,06,06,08:00,11.3,8,80,2,9,100.27
2018-06-06 09:00,2018,06,06,09:00,11.9,8.1,78,2,7,100.29
2018-06-06 10:00,2018,06,06,10:00,12.5,7.8,73,5,6,100.3
2018-06-06 11:00,2018,06,06,11:00,12.6,7.6,71,36,6,100.39
2018-06-06 12:00,2018,06,06,12:00,13.6,7.7,67,3,7,100.42
2018-06-06 13:00,2018,06,06,13:00,14.6,7.8,64,34,4,100.43
2018-06-06 14:00,2018,06,06,14:00,14.6,7.8,64,13,2,100.47
2018-06-06 15:00,2018,06,06,15:00,15.8,8,60,6,4,100.45
2018-06-06 16:00,2018,06,06,16:00,16.3,9,62,4,2,100.42
2018-06-06 17:00,2018,06,06,17:00,16.2,8.6,61,20,4,100.41
2018-06-06 18:00,2018,06,06,18:00,16.3,9,62,23,4,100.43
2018-06-06 19:00,2018,06,06,19:00,15.7,10.2,70,26,1,100.48
2018-06-06 20:00,2018,06,06,20:00,14.7,10.1,74,29,4,100.5
2018-06-06 21:00,2018,06,06,21:00,13.9,10,77,28,3,100.57
2018-06-06 22:00,2018,06,06,22:00,14.8,10.6,76,21,3,100.57
2018-06-06 23:00,2018,06,06,23:00,14.5,11,79,22,4,100.55
2018-06-07 00:00,2018,06,07,00:00,13.3,11.1,86,24,3,100.55
2018-06-07 01:00,2018,06,07,01:00,13.8,11.6,87,0,1,100.58
2018-06-07 02:00,2018,06,07,02:00,13.5,11.3,87,24,3,100.61
2018-06-07 03:00,2018,06,07,03:00,13.1,10.5,84,25,5,100.64
2018-06-07 04:00,2018,06,07,04:00,13,9.8,81,24,4,100.7
2018-06-07 05:00,2018,06,07,05:00,13.1,9.4,79,22,4,100.72
2018-06-07 06:00,2018,06,07,06:00,13.6,9.2,75,19,5,100.72
2018-06-07 07:00,2018,06,07,07:00,14.5,9.3,71,21,6,100.78
2018-06-07 08:00,2018,06,07,08:00,14.6,9,69,21,5,100.79
2018-06-07 09:00,2018,06,07,09:00,15,10,72,20,9,100.77
2018-06-07 10:00,2018,06,07,10:00,16.9,10.7,67,19,9,100.77
2018-06-07 11:00,2018,06,07,11:00,17.9,10.2,61,19,10,100.76
2018-06-07 12:00,2018,06,07,12:00,19.2,9.2,52,21,13,100.72
2018-06-07 13:00,2018,06,07,13:00,19,8.3,50,20,10,100.71
2018-06-07 14:00,2018,06,07,14:00,20.2,9.7,51,21,10,100.66
2018-06-07 15:00,2018,06,07,15:00,20.4,8.9,48,20,11,100.66
2018-06-07 16:00,2018,06,07,16:00,20.8,9.6,49,24,7,100.67
2018-06-07 17:00,2018,06,07,17:00,19.9,9.7,52,20,11,100.68
2018-06-07 18:00,2018,06,07,18:00,19.4,9.1,51,23,7,100.7
2018-06-07 19:00,2018,06,07,19:00,18.8,9.1,53,20,6,100.69
2018-06-07 20:00,2018,06,07,20:00,18.1,10.2,60,20,5,100.72
2018-06-07 21:00,2018,06,07,21:00,17.7,10.7,63,18,5,100.77
2018-06-07 22:00,2018,06,07,22:00,17.3,10.3,63,19,6,100.8
2018-06-07 23:00,2018,06,07,23:00,17.1,10.1,63,19,6,100.81
2018-06-08 00:00,2018,06,08,00:00,16.8,9.7,63,35,4,100.85
2018-06-08 01:00,2018,06,08,01:00,16.4,10.1,66,25,6,100.85
2018-06-08 02:00,2018,06,08,02:00,15.7,10.6,72,28,4,100.89
2018-06-08 03:00,2018,06,08,03:00,15.4,11,75,35,8,100.96
2018-06-08 04:00,2018,06,08,04:00,14.6,9.9,73,2,9,101.06
2018-06-08 05:00,2018,06,08,05:00,14.3,9.4,72,36,9,101.15
2018-06-08 06:00,2018,06,08,06:00,15,6.9,59,1,9,101.22
2018-06-08 07:00,2018,06,08,07:00,15.7,5.2,50,36,10,101.3
2018-06-08 08:00,2018,06,08,08:00,16.4,3.6,42,36,9,101.34
2018-06-08 09:00,2018,06,08,09:00,17.1,2.7,38,36,10,101.35
2018-06-08 10:00,2018,06,08,10:00,18.3,1.4,32,4,9,101.32
2018-06-08 11:00,2018,06,08,11:00,19.4,1.4,30,32,8,101.31
2018-06-08 12:00,2018,06,08,12:00,20.4,3.7,33,5,6,101.27
2018-06-08 13:00,2018,06,08,13:00,20.2,1.6,29,35,7,101.19
2018-06-08 14:00,2018,06,08,14:00,21.1,4.9,34,35,11,101.15
2018-06-08 15:00,2018,06,08,15:00,21.2,3.6,31,24,5,101.11
2018-06-08 16:00,2018,06,08,16:00,22.1,6.2,36,26,5,101.08
2018-06-08 17:00,2018,06,08,17:00,21.8,4.6,32,29,4,101.04
2018-06-08 18:00,2018,06,08,18:00,21.6,5.1,34,26,3,101.03
2018-06-08 19:00,2018,06,08,19:00,20.4,5.6,38,23,5,100.99
2018-06-08 20:00,2018,06,08,20:00,19.7,6.8,43,20,1,101.04
2018-06-08 21:00,2018,06,08,21:00,17.9,8.1,52,36,11,101.14
2018-06-08 22:00,2018,06,08,22:00,16.7,9.1,61,35,7,101.16
2018-06-08 23:00,2018,06,08,23:00,16.9,8.6,58,30,4,101.1
2018-06-09 00:00,2018,06,09,00:00,17.2,8.1,55,23,2,101.11
2018-06-09 01:00,2018,06,09,01:00,16.7,7.6,55,31,4,101.14
2018-06-09 02:00,2018,06,09,02:00,16.1,7.7,57,32,4,101.14
2018-06-09 03:00,2018,06,09,03:00,15,8,63,28,5,101.14
2018-06-09 04:00,2018,06,09,04:00,14.5,7.5,63,33,4,101.1
2018-06-09 05:00,2018,06,09,05:00,14.7,8.6,67,30,3,101.12
2018-06-09 06:00,2018,06,09,06:00,15.1,8.6,65,29,4,101.17
2018-06-09 07:00,2018,06,09,07:00,16.2,8.5,60,35,6,101.24
2018-06-09 08:00,2018,06,09,08:00,16.9,6.8,51,2,8,101.24
2018-06-09 09:00,2018,06,09,09:00,18,6.2,46,35,11,101.19
2018-06-09 10:00,2018,06,09,10:00,19,3.5,36,35,11,101.17
2018-06-09 11:00,2018,06,09,11:00,20.5,2,29,1,13,101.1
2018-06-09 12:00,2018,06,09,12:00,21.2,2.5,29,35,10,101.04
2018-06-09 13:00,2018,06,09,13:00,21.7,-2.2,20,36,7,101.01
2018-06-09 14:00,2018,06,09,14:00,22.1,0.1,23,36,12,100.97
2018-06-09 15:00,2018,06,09,15:00,22.1,-0.4,22,35,10,100.94
2018-06-09 16:00,2018,06,09,16:00,22.1,-1.2,21,35,10,100.9
2018-06-09 17:00,2018,06,09,17:00,21.6,-0.7,22,1,13,100.91
2018-06-09 18:00,2018,06,09,18:00,21,-0.8,23,35,8,100.91
2018-06-09 19:00,2018,06,09,19:00,19.8,-1.3,24,33,9,100.93
2018-06-09 20:00,2018,06,09,20:00,19,-0.5,27,33,5,100.96
2018-06-09 21:00,2018,06,09,21:00,17.5,0.1,31,29,3,101.04
2018-06-09 22:00,2018,06,09,22:00,17.3,-0.1,31,31,3,101.06
2018-06-09 23:00,2018,06,09,23:00,16,0.3,34,34,4,101.06
2018-06-10 00:00,2018,06,10,00:00,15.7,0.1,35,1,6,101.04
2018-06-10 01:00,2018,06,10,01:00,14.5,0.5,38,1,6,101.05
2018-06-10 02:00,2018,06,10,02:00,14,0.5,40,2,5,101.06
2018-06-10 03:00,2018,06,10,03:00,13.6,0.1,40,1,5,101.08
2018-06-10 04:00,2018,06,10,04:00,12.7,0.5,43,36,6,101.13
2018-06-10 05:00,2018,06,10,05:00,12.1,1,46,36,8,101.17
2018-06-10 06:00,2018,06,10,06:00,12.9,1.7,46,36,9,101.21
2018-06-10 07:00,2018,06,10,07:00,13.7,2.2,46,2,10,101.22
2018-06-10 08:00,2018,06,10,08:00,14.5,3.2,47,1,10,101.24
2018-06-10 09:00,2018,06,10,09:00,16.4,2.3,38,5,7,101.22
2018-06-10 10:00,2018,06,10,10:00,16.5,0.7,34,5,7,101.19
2018-06-10 11:00,2018,06,10,11:00,16.6,-0.3,32,8,8,101.18
2018-06-10 12:00,2018,06,10,12:00,17.2,1.5,35,6,7,101.12
2018-06-10 13:00,2018,06,10,13:00,19.2,2.3,32,1,8,101.06
2018-06-10 14:00,2018,06,10,14:00,18.6,1.4,31,34,5,101.01
2018-06-10 15:00,2018,06,10,15:00,18.7,1.9,33,19,5,100.95
2018-06-10 16:00,2018,06,10,16:00,19.5,1.9,31,33,6,100.93
2018-06-10 17:00,2018,06,10,17:00,20,3.8,34,16,5,100.89
2018-06-10 18:00,2018,06,10,18:00,20,2.9,32,34,2,100.86
2018-06-10 19:00,2018,06,10,19:00,18.4,2.3,34,10,4,100.89
2018-06-10 20:00,2018,06,10,20:00,17.8,2.5,36,11,5,100.92
2018-06-10 21:00,2018,06,10,21:00,17.2,2.2,37,12,6,100.97
2018-06-10 22:00,2018,06,10,22:00,16.3,1.8,37,12,5,101.01
2018-06-10 23:00,2018,06,10,23:00,16,1.3,37,13,3,101.01
2018-06-11 00:00,2018,06,11,00:00,14.7,2.7,44,1,6,101.03
2018-06-11 01:00,2018,06,11,01:00,14.4,0.6,39,1,7,101.04
2018-06-11 02:00,2018,06,11,02:00,13.5,0.2,40,34,4,101.06
2018-06-11 03:00,2018,06,11,03:00,12.4,1.7,48,36,7,101.06
2018-06-11 04:00,2018,06,11,04:00,11.9,2,51,34,6,101.1
2018-06-11 05:00,2018,06,11,05:00,11.7,3.5,57,36,7,101.13
2018-06-11 06:00,2018,06,11,06:00,13.1,2.7,49,35,8,101.15
2018-06-11 07:00,2018,06,11,07:00,15,2.8,44,5,7,101.17
2018-06-11 08:00,2018,06,11,08:00,16.6,1.8,37,5,4,101.19
2018-06-11 09:00,2018,06,11,09:00,17.7,0.9,32,4,7,101.2
2018-06-11 10:00,2018,06,11,10:00,18.5,0.4,30,5,9,101.2
2018-06-11 11:00,2018,06,11,11:00,18.9,-1.4,25,3,12,101.2
2018-06-11 12:00,2018,06,11,12:00,20.2,-0.5,25,2,8,101.18
2018-06-11 13:00,2018,06,11,13:00,20.9,0.2,25,12,1,101.12
2018-06-11 14:00,2018,06,11,14:00,21.4,1,26,3,8,101.06
2018-06-11 15:00,2018,06,11,15:00,21.8,0.1,24,33,6,101
2018-06-11 16:00,2018,06,11,16:00,22.5,0.7,24,18,6,100.94
2018-06-11 17:00,2018,06,11,17:00,22.3,0.3,23,18,6,100.91
2018-06-11 18:00,2018,06,11,18:00,21.8,1.4,26,20,5,100.89
2018-06-11 19:00,2018,06,11,19:00,18.8,2.3,33,30,4,100.94
2018-06-11 20:00,2018,06,11,20:00,17.7,2,35,29,4,100.98
2018-06-11 21:00,2018,06,11,21:00,17,2.2,37,0,1,101.04
2018-06-11 22:00,2018,06,11,22:00,17.8,1,32,23,3,101
2018-06-11 23:00,2018,06,11,23:00,17.2,1.4,34,21,3,100.98
2018-06-12 00:00,2018,06,12,00:00,18,0.8,32,20,6,100.96
2018-06-12 01:00,2018,06,12,01:00,17.4,2.3,36,21,5,100.96
2018-06-12 02:00,2018,06,12,02:00,16.8,2.3,38,21,3,100.93
2018-06-12 03:00,2018,06,12,03:00,16.1,3.7,44,30,8,100.92
2018-06-12 04:00,2018,06,12,04:00,15.8,3.6,44,30,9,100.92
2018-06-12 05:00,2018,06,12,05:00,16,3.5,43,21,4,100.89
2018-06-12 06:00,2018,06,12,06:00,15,7.7,62,20,6,100.93
2018-06-12 07:00,2018,06,12,07:00,16.4,6.5,52,21,7,100.96
2018-06-12 08:00,2018,06,12,08:00,18.4,4.9,41,23,5,100.94
2018-06-12 09:00,2018,06,12,09:00,20.8,4.7,35,20,10,100.89
2018-06-12 10:00,2018,06,12,10:00,21.5,5.7,36,20,10,100.83
2018-06-12 11:00,2018,06,12,11:00,22.4,7.2,38,21,10,100.7
2018-06-12 12:00,2018,06,12,12:00,24.3,6.5,32,20,8,100.6
2018-06-12 13:00,2018,06,12,13:00,25.2,5.2,28,20,9,100.5
2018-06-12 14:00,2018,06,12,14:00,26.3,7.8,31,22,7,100.43
2018-06-12 15:00,2018,06,12,15:00,26.1,9,34,20,15,100.33
2018-06-12 16:00,2018,06,12,16:00,26.3,11.1,39,21,5,100.24
2018-06-12 17:00,2018,06,12,17:00,25.3,10.7,40,21,1,100.19
2018-06-12 18:00,2018,06,12,18:00,24.5,9.7,39,20,10,100.17
2018-06-12 19:00,2018,06,12,19:00,23.8,8.8,38,21,9,100.12
2018-06-12 20:00,2018,06,12,20:00,23.4,8.5,39,21,8,100.13
2018-06-12 21:00,2018,06,12,21:00,22.7,9.3,42,19,8,100.15
2018-06-12 22:00,2018,06,12,22:00,21.9,10.1,47,19,7,100.15
2018-06-12 23:00,2018,06,12,23:00,21.4,9.9,48,19,7,100.17
2018-06-13 00:00,2018,06,13,00:00,20.7,9.7,49,19,8,100.14
2018-06-13 01:00,2018,06,13,01:00,20.1,10.6,54,18,8,100.16
2018-06-13 02:00,2018,06,13,02:00,19.6,11.5,60,19,7,100.14
2018-06-13 03:00,2018,06,13,03:00,19.5,12.3,63,19,7,100.12
2018-06-13 04:00,2018,06,13,04:00,19,12.2,65,18,8,100.09
2018-06-13 05:00,2018,06,13,05:00,19.1,12.4,65,18,8,100.08
2018-06-13 06:00,2018,06,13,06:00,20.1,12.8,63,19,7,100.08
2018-06-13 07:00,2018,06,13,07:00,21,12.8,60,20,8,100.07
2018-06-13 08:00,2018,06,13,08:00,22.5,13.3,56,21,10,100.03
2018-06-13 09:00,2018,06,13,09:00,23.5,13.4,53,20,12,99.97
2018-06-13 10:00,2018,06,13,10:00,25.5,14.1,49,21,7,99.9
2018-06-13 11:00,2018,06,13,11:00,24.5,14.9,55,26,4,99.85
2018-06-13 12:00,2018,06,13,12:00,23.1,14.9,60,20,9,99.8
2018-06-13 13:00,2018,06,13,13:00,23.4,14.3,57,16,7,99.71
2018-06-13 14:00,2018,06,13,14:00,24.2,14.6,55,19,5,99.57
2018-06-13 15:00,2018,06,13,15:00,23.5,16,63,18,3,99.49
2018-06-13 16:00,2018,06,13,16:00,22.7,16.7,69,18,7,99.41
2018-06-13 17:00,2018,06,13,17:00,20.1,18.4,90,30,4,99.44
2018-06-13 18:00,2018,06,13,18:00,19.9,18.5,92,21,6,99.31
2018-06-13 19:00,2018,06,13,19:00,19.6,18.5,94,20,7,99.26
2018-06-13 20:00,2018,06,13,20:00,19.3,18.5,95,20,5,99.16
2018-06-13 21:00,2018,06,13,21:00,19.5,18.6,94,19,7,99.15
2018-06-13 22:00,2018,06,13,22:00,18.8,15.9,84,19,5,99.11
2018-06-13 23:00,2018,06,13,23:00,18.2,16.3,89,21,7,99.11
2018-06-14 00:00,2018,06,14,00:00,17.5,15.3,87,20,9,99.08
2018-06-14 01:00,2018,06,14,01:00,17.1,14.2,83,20,8,99.1
2018-06-14 02:00,2018,06,14,02:00,16.6,13.4,82,20,7,99.1
2018-06-14 03:00,2018,06,14,03:00,16.5,13.4,82,20,6,99.1
2018-06-14 04:00,2018,06,14,04:00,15.2,14.1,93,19,9,99.05
2018-06-14 05:00,2018,06,14,05:00,15.1,14.2,94,20,7,99.08
2018-06-14 06:00,2018,06,14,06:00,15.2,14,92,19,5,99.16
2018-06-14 07:00,2018,06,14,07:00,15.1,13.7,92,22,5,99.24
2018-06-14 08:00,2018,06,14,08:00,15.8,13.9,88,28,3,99.34
2018-06-14 09:00,2018,06,14,09:00,15.4,13.6,89,2,7,99.41
2018-06-14 10:00,2018,06,14,10:00,14.7,13.7,94,1,5,99.51
2018-06-14 11:00,2018,06,14,11:00,14.3,13.3,94,1,6,99.59
2018-06-14 12:00,2018,06,14,12:00,14.3,13.3,93,2,8,99.66
2018-06-14 13:00,2018,06,14,13:00,14,12.5,91,2,11,99.75
2018-06-14 14:00,2018,06,14,14:00,14.6,12.3,86,4,7,99.81
2018-06-14 15:00,2018,06,14,15:00,14.9,11.2,79,3,7,99.88
2018-06-14 16:00,2018,06,14,16:00,14.8,11,78,5,7,99.98
2018-06-14 17:00,2018,06,14,17:00,14.7,10.6,76,3,8,100.03
2018-06-14 18:00,2018,06,14,18:00,14.5,10.9,79,3,8,100.12
2018-06-14 19:00,2018,06,14,19:00,12.9,11.5,91,2,8,100.18
2018-06-14 20:00,2018,06,14,20:00,12.4,10.7,89,1,8,100.24
2018-06-14 21:00,2018,06,14,21:00,12.9,10.9,88,1,8,100.3
2018-06-14 22:00,2018,06,14,22:00,12.9,9.2,78,1,9,100.31
2018-06-14 23:00,2018,06,14,23:00,12.7,8.5,76,2,7,100.35
2018-06-15 00:00,2018,06,15,00:00,12.2,8.3,77,2,7,100.37
2018-06-15 01:00,2018,06,15,01:00,11.9,8.9,82,1,5,100.41
2018-06-15 02:00,2018,06,15,02:00,11.5,9.5,87,1,9,100.45
2018-06-15 03:00,2018,06,15,03:00,11.2,10,92,36,4,100.46
2018-06-15 04:00,2018,06,15,04:00,11.2,9.9,91,33,4,100.52
2018-06-15 05:00,2018,06,15,05:00,11.3,10,92,29,4,100.59
2018-06-15 06:00,2018,06,15,06:00,11.9,10.1,89,20,1,100.63
2018-06-15 07:00,2018,06,15,07:00,12.9,10.5,86,26,5,100.65
2018-06-15 08:00,2018,06,15,08:00,14.8,10.5,75,26,6,100.64
2018-06-15 09:00,2018,06,15,09:00,17.2,11.9,71,17,5,100.58
2018-06-15 10:00,2018,06,15,10:00,18.2,12.1,68,24,5,100.54
2018-06-15 11:00,2018,06,15,11:00,19.3,13,67,28,4,100.52
2018-06-15 12:00,2018,06,15,12:00,20.3,11.7,58,26,6,100.47
2018-06-15 13:00,2018,06,15,13:00,22,13,56,17,6,100.39
2018-06-15 14:00,2018,06,15,14:00,23.1,13.4,54,22,6,100.43
2018-06-15 15:00,2018,06,15,15:00,23.2,13,53,21,7,100.45
2018-06-15 16:00,2018,06,15,16:00,24.1,11.1,44,21,9,100.39
2018-06-15 17:00,2018,06,15,17:00,25,9.7,38,26,4,100.35
2018-06-15 18:00,2018,06,15,18:00,24.7,8.6,36,23,5,100.36
2018-06-15 19:00,2018,06,15,19:00,23.4,8.3,38,19,4,100.33
2018-06-15 20:00,2018,06,15,20:00,21.2,9.8,48,23,1,100.35
2018-06-15 21:00,2018,06,15,21:00,21.4,9.4,46,21,3,100.38
2018-06-15 22:00,2018,06,15,22:00,21.2,8.7,45,24,4,100.39
2018-06-15 23:00,2018,06,15,23:00,20.6,9.7,50,23,4,100.43
2018-06-16 00:00,2018,06,16,00:00,20.4,9.3,49,27,6,100.39
2018-06-16 01:00,2018,06,16,01:00,19.9,9.3,50,26,8,100.43
2018-06-16 02:00,2018,06,16,02:00,17.4,10.7,65,26,11,100.47
2018-06-16 03:00,2018,06,16,03:00,16.7,10.4,66,27,11,100.52
2018-06-16 04:00,2018,06,16,04:00,16.2,11,71,28,11,100.54
2018-06-16 05:00,2018,06,16,05:00,15.8,11.1,74,26,11,100.6
2018-06-16 06:00,2018,06,16,06:00,16.3,10.9,70,28,13,100.6
2018-06-16 07:00,2018,06,16,07:00,17.4,11,66,27,10,100.63
2018-06-16 08:00,2018,06,16,08:00,19.8,10.1,53,27,9,100.65
2018-06-16 09:00,2018,06,16,09:00,20.8,11,53,28,6,100.64
2018-06-16 10:00,2018,06,16,10:00,23,11.1,47,25,4,100.61
2018-06-16 11:00,2018,06,16,11:00,24.4,11.9,46,30,3,100.6
2018-06-16 12:00,2018,06,16,12:00,25.3,8,33,29,3,100.54
2018-06-16 13:00,2018,06,16,13:00,26.3,7.1,29,27,6,100.51
2018-06-16 14:00,2018,06,16,14:00,25.8,8.3,33,30,7,100.47
2018-06-16 15:00,2018,06,16,15:00,27.1,8.3,30,28,4,100.42
2018-06-16 16:00,2018,06,16,16:00,27.3,8.1,30,25,5,100.4
2018-06-16 17:00,2018,06,16,17:00,27.2,6.7,27,27,5,100.41
2018-06-16 18:00,2018,06,16,18:00,26.9,7.4,29,30,5,100.43
2018-06-16 19:00,2018,06,16,19:00,24.9,10.7,41,23,3,100.51
2018-06-16 20:00,2018,06,16,20:00,22,12,53,24,1,100.57
2018-06-16 21:00,2018,06,16,21:00,21.4,11.5,53,22,3,100.63
2018-06-16 22:00,2018,06,16,22:00,22.7,11.8,50,21,4,100.6
2018-06-16 23:00,2018,06,16,23:00,21.9,11.8,53,25,7,100.63
2018-06-17 00:00,2018,06,17,00:00,21.2,10.9,52,26,8,100.63
2018-06-17 01:00,2018,06,17,01:00,20.4,10.9,54,27,7,100.65
2018-06-17 02:00,2018,06,17,02:00,19.9,10.8,56,28,8,100.64
2018-06-17 03:00,2018,06,17,03:00,19.9,10.5,55,27,8,100.68
2018-06-17 04:00,2018,06,17,04:00,19.8,10.1,54,28,8,100.68
2018-06-17 05:00,2018,06,17,05:00,19.3,8.3,49,25,9,100.73
2018-06-17 06:00,2018,06,17,06:00,20.5,8.3,45,26,8,100.82
2018-06-17 07:00,2018,06,17,07:00,21.5,10.3,49,19,7,100.86
2018-06-17 08:00,2018,06,17,08:00,23.2,11.1,47,19,5,100.91
